county,precinct,contest_name,election_date,dem_votes,rep_votes,other_votes,total_votes,winner,vote_diff,margin_pct,dem_margin_pct,dva_pct_needed
FORSYTH,71,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,1434,1662,0,3096,REP,228,7.36,-7.36,7.39
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 13,2020-11-03,1615,1872,0,3487,REP,257,7.37,-7.37,7.39
FORSYTH,61,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,810,939,0,1749,REP,129,7.38,-7.38,7.42
FORSYTH,132,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,1739,2017,0,3756,REP,278,7.4,-7.4,7.42
FORSYTH,85,NC ATTORNEY GENERAL,2024-11-05,873,1013,0,1886,REP,140,7.42,-7.42,7.47
FORSYTH,908,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,1044,899,0,1943,DEM,145,7.46,7.46,7.51
FORSYTH,804,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,576,496,0,1072,DEM,80,7.46,7.46,7.54
FORSYTH,65,FORSYTH COUNTY SHERIFF,2022-11-08,1343,1156,0,2499,DEM,187,7.48,7.48,7.52
FORSYTH,806,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,646,556,0,1202,DEM,90,7.49,7.49,7.56
FORSYTH,807,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,839,722,0,1561,DEM,117,7.5,7.5,7.55
FORSYTH,805,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,915,787,0,1702,DEM,128,7.52,7.52,7.57
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 05,2020-11-03,1620,1884,0,3504,REP,264,7.53,-7.53,7.56
FORSYTH,55,US SENATE,2022-11-08,1062,1235,0,2297,REP,173,7.53,-7.53,7.57
FORSYTH,61,NC GOVERNOR,2024-11-05,899,773,0,1672,DEM,126,7.54,7.54,7.59
FORSYTH,16,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,699,813,0,1512,REP,114,7.54,-7.54,7.6
FORSYTH,131,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,1285,1495,0,2780,REP,210,7.55,-7.55,7.58
FORSYTH,71,US PRESIDENT,2024-11-05,1458,1696,0,3154,REP,238,7.55,-7.55,7.57
FORSYTH,803,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,1795,2089,0,3884,REP,294,7.57,-7.57,7.59
FORSYTH,123,US SENATE,2020-11-03,1277,1097,0,2374,DEM,180,7.58,7.58,7.62
FORSYTH,123,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,1309,1124,0,2433,DEM,185,7.6,7.6,7.64
FORSYTH,101,NC COMMISSIONER OF AGRICULTURE,2020-11-03,913,784,0,1697,DEM,129,7.6,7.6,7.65
FORSYTH,123,NC COMMISSIONER OF INSURANCE,2024-11-05,1307,1122,0,2429,DEM,185,7.62,7.62,7.65
FORSYTH,135,NC COURT OF APPEALS JUDGE SEAT 15,2024-11-05,1277,1488,0,2765,REP,211,7.63,-7.63,7.66
FORSYTH,61,NC ATTORNEY GENERAL,2024-11-05,817,952,0,1769,REP,135,7.63,-7.63,7.68
FORSYTH,123,NC ATTORNEY GENERAL,2020-11-03,1326,1138,0,2464,DEM,188,7.63,7.63,7.66
FORSYTH,32,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,1235,1439,0,2674,REP,204,7.63,-7.63,7.66
FORSYTH,67,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,671,782,0,1453,REP,111,7.64,-7.64,7.7
FORSYTH,123,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,1318,1131,0,2449,DEM,187,7.64,7.64,7.67
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,1615,1883,0,3498,REP,268,7.66,-7.66,7.69
FORSYTH,909,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,435,373,0,808,DEM,62,7.67,7.67,7.78
FORSYTH,101,NC COMMISSIONER OF AGRICULTURE,2024-11-05,855,733,0,1588,DEM,122,7.68,7.68,7.74
FORSYTH,85,NC LIEUTENANT GOVERNOR,2024-11-05,848,989,0,1837,REP,141,7.68,-7.68,7.72
FORSYTH,802,NC TREASURER,2020-11-03,624,728,0,1352,REP,104,7.69,-7.69,7.75
FORSYTH,123,NC TREASURER,2024-11-05,1314,1126,0,2440,DEM,188,7.7,7.7,7.74
FORSYTH,809,NC STATE SENATE DISTRICT 32,2020-11-03,1237,1060,0,2297,DEM,177,7.71,7.71,7.74
FORSYTH,806,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,852,730,0,1582,DEM,122,7.71,7.71,7.77
FORSYTH,701,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,510,437,0,947,DEM,73,7.71,7.71,7.8
FORSYTH,804,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,1555,1332,0,2887,DEM,223,7.72,7.72,7.75
FORSYTH,16,US PRESIDENT,2024-11-05,1068,1247,0,2315,REP,179,7.73,-7.73,7.77
FORSYTH,43,FORSYTH COUNTY SHERIFF,2022-11-08,648,555,0,1203,DEM,93,7.73,7.73,7.8
FORSYTH,135,NC STATE SENATE DISTRICT 31,2024-11-05,1281,1496,0,2777,REP,215,7.74,-7.74,7.77
FORSYTH,706,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,306,262,0,568,DEM,44,7.75,7.75,7.89
FORSYTH,805,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,1091,934,0,2025,DEM,157,7.75,7.75,7.79
FORSYTH,67,NC HOUSE OF REPRESENTATIVES DISTRICT 075,2024-11-05,637,744,0,1381,REP,107,7.75,-7.75,7.81
FORSYTH,809,NC LIEUTENANT GOVERNOR,2020-11-03,1263,1081,0,2344,DEM,182,7.76,7.76,7.8
FORSYTH,67,NC HOUSE OF REPRESENTATIVES DISTRICT 075,2020-11-03,663,775,0,1438,REP,112,7.79,-7.79,7.85
FORSYTH,807,US SENATE,2022-11-08,657,562,0,1219,DEM,95,7.79,7.79,7.86
FORSYTH,15,NC AUDITOR,2024-11-05,1529,1788,0,3317,REP,259,7.81,-7.81,7.83
FORSYTH,135,NC AUDITOR,2024-11-05,1249,1461,0,2710,REP,212,7.82,-7.82,7.85
FORSYTH,805,NC HOUSE OF REPRESENTATIVES DISTRICT 072,2020-11-03,1088,930,0,2018,DEM,158,7.83,7.83,7.87
FORSYTH,908,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,2950,3451,0,6401,REP,501,7.83,-7.83,7.84
FORSYTH,42,NC COMMISSIONER OF AGRICULTURE,2020-11-03,1507,1288,0,2795,DEM,219,7.84,7.84,7.87
FORSYTH,52,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,451,528,0,979,REP,77,7.87,-7.87,7.95
FORSYTH,74,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,1127,962,0,2089,DEM,165,7.9,7.9,7.94
FORSYTH,804,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,580,495,0,1075,DEM,85,7.91,7.91,7.99
FORSYTH,135,US HOUSE OF REPRESENTATIVES DISTRICT 10,2024-11-05,1230,1442,0,2672,REP,212,7.93,-7.93,7.97
FORSYTH,802,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,642,753,0,1395,REP,111,7.96,-7.96,8.02
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,1612,1891,0,3503,REP,279,7.96,-7.96,7.99
FORSYTH,701,NC ATTORNEY GENERAL,2020-11-03,657,560,0,1217,DEM,97,7.97,7.97,8.04
FORSYTH,77,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,1034,1213,0,2247,REP,179,7.97,-7.97,8.0
FORSYTH,16,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,1057,1240,0,2297,REP,183,7.97,-7.97,8.0
FORSYTH,807,NC AUDITOR,2020-11-03,872,743,0,1615,DEM,129,7.99,7.99,8.04
